NETWORK_SID,DATETIME_KEY,NodeName,NeId,Object,Time,Interval,Direction,NeAlias,NeType,RFInputPower,TID,FarEndTID,SLOT,PORT
501932500,1/21/2021 5:15:00 AM,SOEM1,14537,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ0610.1,AMM 2PB,-49.8,J10a,J07e,1/2+,1
971476418,1/21/2021 5:15:00 AM,SOEM1,14515,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-ME2603.1,AMM 6PC,-42.9,M03c,M05b,1/6+,1
971476418,1/21/2021 5:15:00 AM,SOEM1,14515,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-ME2603.1,AMM 6PC,-40.4,M03b,MT1c,1/2+,1
4701732,1/21/2021 5:15:00 AM,SOEM1,14540,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ0696.1,AMM 2PB,-46.0,J96a,J49d,1/2+,1
4832731,1/21/2021 5:15:00 AM,SOEM1,14544,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ6132.1,AMM 2PB,-45.1,j32a,J32c,1/2+,1
856169703,1/21/2021 5:15:00 AM,SOEM1,14534,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ0636.1,AMM 2PB,-38.5,J36e,J11g,1/3+,1
856169703,1/21/2021 5:15:00 AM,SOEM1,14534,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ0636.1,AMM 2PB,-99.9,J36D,JTCH,1/2+,1
1214386906,1/21/2021 5:15:00 AM,SOEM1,14543,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ6131.1,AMM 2PB,-51.7,j31a,J32d,1/2+,1
225178887,1/21/2021 5:15:00 AM,SOEM1,14536,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ6117.1,AMM 2PB,-47.0,g17a,g07b,1/2+,1
225178887,1/21/2021 5:15:00 AM,SOEM1,14536,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ6117.1,AMM 2PB,-37.6,j17b,J68a,1/3+,1
851454893,1/21/2021 5:15:00 AM,SOEM1,14542,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ0622.1,AMM 20PB,-99.9,J22e,J61g,1/3+,1
851454893,1/21/2021 5:15:00 AM,SOEM1,14542,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ0622.1,AMM 20PB,-49.2,J22g,j39a,1/6+,1
851454893,1/21/2021 5:15:00 AM,SOEM1,14542,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ0622.1,AMM 20PB,-45.4,J22e,J61g,1/2+,1
851454893,1/21/2021 5:15:00 AM,SOEM1,14542,1/15.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ0622.1,AMM 20PB,-34.1,J22g,J73b,1/15+,1
851454893,1/21/2021 5:15:00 AM,SOEM1,14542,1/9.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ0622.1,AMM 20PB,-42.6,J22m,J40m,1/9+,1
851454893,1/21/2021 5:15:00 AM,SOEM1,14542,1/8.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ0622.1,AMM 20PB,-42.9,J22m,J40n,1/8+,1
754554384,1/21/2021 5:15:00 AM,SOEM1,14506,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-MIT01-TN2.1,AMM 20PB,-41.0,HT1e,H15f,1/3+,1
754554384,1/21/2021 5:15:00 AM,SOEM1,14506,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-MIT01-TN2.1,AMM 20PB,-40.7,HT1f,H15g,1/2+,1
754554384,1/21/2021 5:15:00 AM,SOEM1,14506,1/18.1/1,2021-01-21 00:00:00,24,Near End,TN-MIT01-TN2.1,AMM 20PB,-99.9,HT1o,H74b,1/18+,1
754554384,1/21/2021 5:15:00 AM,SOEM1,14506,1/9.1/1,2021-01-21 00:00:00,24,Near End,TN-MIT01-TN2.1,AMM 20PB,-99.9,HT1d,H07b,1/9+,1
754554384,1/21/2021 5:15:00 AM,SOEM1,14506,1/8.1/1,2021-01-21 00:00:00,24,Near End,TN-MIT01-TN2.1,AMM 20PB,-99.9,HT1c,H06b,1/8+,1
754554384,1/21/2021 5:15:00 AM,SOEM1,14506,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-MIT01-TN2.1,AMM 20PB,-99.9,HT1n,HT5b,1/5+,1
754554384,1/21/2021 5:15:00 AM,SOEM1,14506,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-MIT01-TN2.1,AMM 20PB,-99.9,HT1m,HT5a,1/4+,1
311514155,1/21/2021 5:15:00 AM,SOEM1,14571,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3502-TN2.1,AMM 6PC,-42.6,U02c,U42a,1/2+,1
1522081081,1/21/2021 5:15:00 AM,SOEM1,14557,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TO5749.1,AMM 2PB,-45.1,149A,103B,1/2+,1
182936047,1/21/2021 5:15:00 AM,SOEM1,14554,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BL5550.1,AMM 2PB,-46.7,b50a,B59d,1/2+,1
24029228,1/21/2021 5:15:00 AM,SOEM1,14561,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TO5780.1,AMM 2PB,-47.6,180a,Z86c,1/2+,1
124406975,1/21/2021 5:15:00 AM,SOEM1,14560,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TO5779.1,AMM 2PB,-43.5,179a,Z05e,1/2+,1
1239493551,1/21/2021 5:15:00 AM,SOEM1,14558,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TO5729.1,AMM 2PB,-42.3,129a,Z01f,1/2+,1
1174546046,1/21/2021 5:15:00 AM,SOEM1,14553,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BL5507.1,AMM 2PB,-47.9,B07a,B07d,1/2+,1
227547268,1/21/2021 5:15:00 AM,SOEM1,14566,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-TO5765.1,AMM 2PB,-48.2,165a,109c,1/3+,1
23284620,1/21/2021 5:15:00 AM,SOEM1,14562,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TO5766.1,AMM 2PB,-43.2,166a,131e,1/2+,1
1820165932,1/21/2021 5:15:00 AM,SOEM1,14570,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BM6406.1,AMM 2PB,-40.4,u06a,U23a,1/2+,1
1276934501,1/21/2021 5:15:00 AM,SOEM1,14575,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3568.1,AMM 6PC,-52.3,U68b,u21a,1/4+,1
1276934501,1/21/2021 5:15:00 AM,SOEM1,14575,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3568.1,AMM 6PC,-42.9,U68d,U74b,1/5+,1
833486625,1/21/2021 5:15:00 AM,SOEM1,14539,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ0632.1,AMM 6PC,-44.8,J32c,j32a,1/4+,1
833486625,1/21/2021 5:15:00 AM,SOEM1,14539,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ0632.1,AMM 6PC,-50.4,J32d,j31a,1/5+,1
833486625,1/21/2021 5:15:00 AM,SOEM1,14539,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BJ0632.1,AMM 6PC,-41.0,J32b,J30c,1/2+,1
773037006,1/21/2021 5:15:00 AM,SOEM1,14577,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BM6421.1,AMM 2PB,-55.8,u21a,U68b,1/2+,1
1883706558,1/21/2021 5:15:00 AM,SOEM1,14568,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TO5739.1,AMM 2PB,-41.3,139a,ZT2i,1/2+,1
1883706558,1/21/2021 5:15:00 AM,SOEM1,14568,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-TO5739.1,AMM 2PB,-44.8,139b,164a,1/3+,1
536923233,1/21/2021 5:15:00 AM,SOEM1,14574,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BM6405.1,AMM 2PB,-51.4,u05a,U36c,1/2+,1
199310044,1/21/2021 5:15:00 AM,SOEM1,14581,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5936.1,AMM 2PB,-48.9,N36a,A97a,1/3+,1
347864579,1/21/2021 5:15:00 AM,SOEM1,14579,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5206.1,AMM 2PB,-42.0,h06a,260c,1/2+,1
1038052420,1/21/2021 5:15:00 AM,SOEM1,14580,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL6261.1,AMM 2PB,-41.6,h61a,662b,1/2+,1
1191333096,1/21/2021 5:15:00 AM,SOEM1,14582,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BM6420.1,AMM 2PB,-62.7,u20a,222e,1/2+,1
1191333096,1/21/2021 5:15:00 AM,SOEM1,14582,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BM6420.1,AMM 2PB,-46.4,u20b,h12b,1/3+,1
121752069,1/21/2021 5:15:00 AM,SOEM1,14613,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AIT01-TN1-BSC.1,AMM 20PB,-32.2,a02h,aT5b,1/2+,1
121752069,1/21/2021 5:15:00 AM,SOEM1,14613,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-AIT01-TN1-BSC.1,AMM 20PB,-45.4,a02n,aP2b,1/5+,1
121752069,1/21/2021 5:15:00 AM,SOEM1,14613,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-AIT01-TN1-BSC.1,AMM 20PB,-46.4,a02o,a60a,1/4+,1
121752069,1/21/2021 5:15:00 AM,SOEM1,14613,1/17.1/1,2021-01-21 00:00:00,24,Near End,TN-AIT01-TN1-BSC.1,AMM 20PB,-40.7,a02b,a24h,1/17+,1
121752069,1/21/2021 5:15:00 AM,SOEM1,14613,1/16.1/1,2021-01-21 00:00:00,24,Near End,TN-AIT01-TN1-BSC.1,AMM 20PB,-39.8,a02a,a24i,1/16+,1
121752069,1/21/2021 5:15:00 AM,SOEM1,14613,1/14.1/1,2021-01-21 00:00:00,24,Near End,TN-AIT01-TN1-BSC.1,AMM 20PB,-40.7,a02e,a05b,1/14+,1
121752069,1/21/2021 5:15:00 AM,SOEM1,14613,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AIT01-TN1-BSC.1,AMM 20PB,-32.2,a02i,aT5a,1/3+,1
121752069,1/21/2021 5:15:00 AM,SOEM1,14613,1/8.1/1,2021-01-21 00:00:00,24,Near End,TN-AIT01-TN1-BSC.1,AMM 20PB,-48.9,a02d,a03b,1/8+,1
249031263,1/21/2021 5:15:00 AM,SOEM1,14508,1/15.1/1,2021-01-21 00:00:00,24,Near End,TN-MIT03-TN1.1,AMM 20PB,-99.9,HT3d,H36b,1/15+,1
249031263,1/21/2021 5:15:00 AM,SOEM1,14508,1/14.1/1,2021-01-21 00:00:00,24,Near End,TN-MIT03-TN1.1,AMM 20PB,-99.9,HT3f,H20b,1/14+,1
249031263,1/21/2021 5:15:00 AM,SOEM1,14508,1/9.1/1,2021-01-21 00:00:00,24,Near End,TN-MIT03-TN1.1,AMM 20PB,-40.1,HT3g,H15d,1/9+,1
249031263,1/21/2021 5:15:00 AM,SOEM1,14508,1/8.1/1,2021-01-21 00:00:00,24,Near End,TN-MIT03-TN1.1,AMM 20PB,-99.9,HT3h,H15e,1/8+,1
249031263,1/21/2021 5:15:00 AM,SOEM1,14508,1/7.1/1,2021-01-21 00:00:00,24,Near End,TN-MIT03-TN1.1,AMM 20PB,-41.0,HT3h,H15e,1/7+,1
249031263,1/21/2021 5:15:00 AM,SOEM1,14508,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-MIT03-TN1.1,AMM 20PB,-99.9,HT3e,H37b,1/6+,1
249031263,1/21/2021 5:15:00 AM,SOEM1,14508,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-MIT03-TN1.1,AMM 20PB,-99.9,HT3h,H15e,1/2+,1
249031263,1/21/2021 5:15:00 AM,SOEM1,14508,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-MIT03-TN1.1,AMM 20PB,-99.9,HT3c,H02c,1/4+,1
249031263,1/21/2021 5:15:00 AM,SOEM1,14508,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-MIT03-TN1.1,AMM 20PB,-99.9,HT3c,H02c,1/5+,1
249031263,1/21/2021 5:15:00 AM,SOEM1,14508,1/16.1/1,2021-01-21 00:00:00,24,Near End,TN-MIT03-TN1.1,AMM 20PB,-99.9,HT3i,H52b,1/16+,1
2027095084,1/21/2021 5:15:00 AM,SOEM1,14623,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3007.1,AMM 2PB,-42.6,Y07b,Y06e,1/3+,1
2027095084,1/21/2021 5:15:00 AM,SOEM1,14623,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3007.1,AMM 2PB,-42.0,Y07a,Y91a,1/2+,1
384313716,1/21/2021 5:15:00 AM,SOEM1,14630,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3006-TN1.1,AMM 6PC,-42.3,Y06e,Y07b,1/6+,1
384313716,1/21/2021 5:15:00 AM,SOEM1,14630,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3006-TN1.1,AMM 6PC,-37.6,Y06r,Y05r,1/3+,1
384313716,1/21/2021 5:15:00 AM,SOEM1,14630,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3006-TN1.1,AMM 6PC,-52.6,Y06A,Y89a,1/4+,1
384313716,1/21/2021 5:15:00 AM,SOEM1,14630,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3006-TN1.1,AMM 6PC,-40.4,Y06d,Y08b,1/5+,1
384313716,1/21/2021 5:15:00 AM,SOEM1,14630,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3006-TN1.1,AMM 6PC,-39.1,Y06q,Y05q,1/2+,1
1210350345,1/21/2021 5:15:00 AM,SOEM1,14527,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-GHT01.1,AMM 20PB,-31.6,gT1k,g07d,1/5+,1
1210350345,1/21/2021 5:15:00 AM,SOEM1,14527,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-GHT01.1,AMM 20PB,-31.9,gT1k,g07d,1/4+,1
1210350345,1/21/2021 5:15:00 AM,SOEM1,14527,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-GHT01.1,AMM 20PB,-40.4,gT1l,g02h,1/2+,1
1210350345,1/21/2021 5:15:00 AM,SOEM1,14527,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-GHT01.1,AMM 20PB,-39.8,GT1y,g02y,1/3+,1
1210350345,1/21/2021 5:15:00 AM,SOEM1,14527,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-GHT01.1,AMM 20PB,-99.9,gT1i,g04b,1/6+,1
1184928708,1/21/2021 5:15:00 AM,SOEM1,14635,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3000.1,AMM 2PB,-39.8,Y00b,Y89b,1/2+,1
2012933274,1/21/2021 5:15:00 AM,SOEM1,14631,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3008.1,AMM 2PB,-39.8,Y08b,Y06d,1/2+,1
156648196,1/21/2021 5:15:00 AM,SOEM1,14621,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3010.1,AMM 6PC,-38.5,Y10d,YT2d,1/5+,1
156648196,1/21/2021 5:15:00 AM,SOEM1,14621,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3010.1,AMM 6PC,-39.1,Y10c,Y54b,1/3+,1
156648196,1/21/2021 5:15:00 AM,SOEM1,14621,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3010.1,AMM 6PC,-39.5,Y10a,Y54a,1/2+,1
1890200117,1/21/2021 5:15:00 AM,SOEM1,14629,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-OUT02-OU3061.1,AMM 6PC,-38.2,YT2d,Y10d,1/5+,1
1890200117,1/21/2021 5:15:00 AM,SOEM1,14629,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-OUT02-OU3061.1,AMM 6PC,-35.4,YT2a,YT1a,1/2+,1
1890200117,1/21/2021 5:15:00 AM,SOEM1,14629,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-OUT02-OU3061.1,AMM 6PC,-37.9,YT2c,Y10b,1/4+,1
1890200117,1/21/2021 5:15:00 AM,SOEM1,14629,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-OUT02-OU3061.1,AMM 6PC,-36.6,YT2b,YT1c,1/3+,1
156648196,1/21/2021 5:15:00 AM,SOEM1,14621,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3010.1,AMM 6PC,-36.0,Y10b,YT2c,1/4+,1
338856859,1/21/2021 5:15:00 AM,SOEM1,14634,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3001-TN1.1,AMM 6PC,-40.4,Y01a,Y68a,1/6+,1
338856859,1/21/2021 5:15:00 AM,SOEM1,14634,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3001-TN1.1,AMM 6PC,-43.5,Y01f,Y54a,1/5+,1
338856859,1/21/2021 5:15:00 AM,SOEM1,14634,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3001-TN1.1,AMM 6PC,-45.4,Y01b,Y54c,1/4+,1
338856859,1/21/2021 5:15:00 AM,SOEM1,14634,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3001-TN1.1,AMM 6PC,-44.8,Y01g,Y54d,1/2+,1
338856859,1/21/2021 5:15:00 AM,SOEM1,14634,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3001-TN1.1,AMM 6PC,-44.2,Y01h,Y54e,1/3+,1
1195249776,1/21/2021 5:15:00 AM,SOEM1,14632,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3050-TN1.1,AMM 6PC,-43.2,Y50b,Y51c,1/5+,1
1195249776,1/21/2021 5:15:00 AM,SOEM1,14632,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3050-TN1.1,AMM 6PC,-55.8,Y50e,Y43e,1/3+,1
1195249776,1/21/2021 5:15:00 AM,SOEM1,14632,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3050-TN1.1,AMM 6PC,-42.6,Y50e,Y43e,1/2+,1
1195249776,1/21/2021 5:15:00 AM,SOEM1,14632,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3050-TN1.1,AMM 6PC,-39.8,Y50b,Y51c,1/4+,1
338050431,1/21/2021 5:15:00 AM,SOEM1,14625,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3051.1,AMM 6PC,0.0,Y51d,Y31b,1/6+,1
338050431,1/21/2021 5:15:00 AM,SOEM1,14625,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3051.1,AMM 6PC,0.0,Y51b,Y52c,1/4+,1
338050431,1/21/2021 5:15:00 AM,SOEM1,14625,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3051.1,AMM 6PC,0.0,Y51b,Y52c,1/5+,1
338050431,1/21/2021 5:15:00 AM,SOEM1,14625,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3051.1,AMM 6PC,0.0,Y51c,Y50b,1/3+,1
338050431,1/21/2021 5:15:00 AM,SOEM1,14625,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3051.1,AMM 6PC,0.0,Y51c,Y50b,1/2+,1
1391234899,1/21/2021 5:15:00 AM,SOEM1,14591,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-MS2846.1,AMM 20PB,-48.5,M46c,M12f,1/6+,1
1391234899,1/21/2021 5:15:00 AM,SOEM1,14591,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-MS2846.1,AMM 20PB,-99.9,TRMA,TRMB,1/2+,1
1391234899,1/21/2021 5:15:00 AM,SOEM1,14591,1/7.1/1,2021-01-21 00:00:00,24,Near End,TN-MS2846.1,AMM 20PB,-50.1,M46c,M12f,1/7+,1
1391234899,1/21/2021 5:15:00 AM,SOEM1,14591,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-MS2846.1,AMM 20PB,-99.9,TRMA,TRMB,1/3+,1
1391234899,1/21/2021 5:15:00 AM,SOEM1,14591,1/9.1/1,2021-01-21 00:00:00,24,Near End,TN-MS2846.1,AMM 20PB,-38.2,M46a,M12a,1/9+,1
1391234899,1/21/2021 5:15:00 AM,SOEM1,14591,1/8.1/1,2021-01-21 00:00:00,24,Near End,TN-MS2846.1,AMM 20PB,-39.8,M46a,M12a,1/8+,1
1948028311,1/21/2021 5:15:00 AM,SOEM1,14609,1/8.1/1,2021-01-21 00:00:00,24,Near End,TN-MS2802-MST01-TN2.1,AMM 20PB,-99.9,mT1j,m34b,1/8+,1
1948028311,1/21/2021 5:15:00 AM,SOEM1,14609,1/7.1/1,2021-01-21 00:00:00,24,Near End,TN-MS2802-MST01-TN2.1,AMM 20PB,-44.5,mT1w,D13w,1/7+,1
1948028311,1/21/2021 5:15:00 AM,SOEM1,14609,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-MS2802-MST01-TN2.1,AMM 20PB,-43.2,MT1v,D13v,1/6+,1
1948028311,1/21/2021 5:15:00 AM,SOEM1,14609,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-MS2802-MST01-TN2.1,AMM 20PB,-40.1,MT12,M422,1/5+,1
1948028311,1/21/2021 5:15:00 AM,SOEM1,14609,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-MS2802-MST01-TN2.1,AMM 20PB,-38.5,MT11,M421,1/4+,1
1948028311,1/21/2021 5:15:00 AM,SOEM1,14609,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-MS2802-MST01-TN2.1,AMM 20PB,-37.3,m02e,m11m,1/2+,1
1948028311,1/21/2021 5:15:00 AM,SOEM1,14609,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-MS2802-MST01-TN2.1,AMM 20PB,-36.9,m02y,m11y,1/3+,1
1948028311,1/21/2021 5:15:00 AM,SOEM1,14609,1/17.1/1,2021-01-21 00:00:00,24,Near End,TN-MS2802-MST01-TN2.1,AMM 20PB,-44.8,mT1m,mp1a,1/17+,1
1948028311,1/21/2021 5:15:00 AM,SOEM1,14609,1/15.1/1,2021-01-21 00:00:00,24,Near End,TN-MS2802-MST01-TN2.1,AMM 20PB,-43.5,mT1t,D13n,1/15+,1
1948028311,1/21/2021 5:15:00 AM,SOEM1,14609,1/14.1/1,2021-01-21 00:00:00,24,Near End,TN-MS2802-MST01-TN2.1,AMM 20PB,-43.8,mT1n,D13k,1/14+,1
1948028311,1/21/2021 5:15:00 AM,SOEM1,14609,1/13.1/1,2021-01-21 00:00:00,24,Near End,TN-MS2802-MST01-TN2.1,AMM 20PB,-51.4,mT1e,m79a,1/13+,1
1948028311,1/21/2021 5:15:00 AM,SOEM1,14609,1/9.1/1,2021-01-21 00:00:00,24,Near End,TN-MS2802-MST01-TN2.1,AMM 20PB,-99.9,mT1j,m34b,1/9+,1
1407702187,1/21/2021 5:15:00 AM,SOEM1,14619,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-AIT02.1,AMM 6PC,-36.6,aT2n,a10n,1/5+,1
1407702187,1/21/2021 5:15:00 AM,SOEM1,14619,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-AIT02.1,AMM 6PC,-36.6,aT2c,a10b,1/4+,1
1407702187,1/21/2021 5:15:00 AM,SOEM1,14619,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AIT02.1,AMM 6PC,-31.6,aT2d,a06h,1/3+,1
1407702187,1/21/2021 5:15:00 AM,SOEM1,14619,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AIT02.1,AMM 6PC,-31.9,aT2b,a06c,1/2+,1
1364685258,1/21/2021 5:15:00 AM,SOEM1,14643,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BO1081.1,AMM 2PB,-48.5,R81a,R05d,1/2+,1
1782868794,1/21/2021 5:15:00 AM,SOEM1,14651,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BO1001.1,AMM 2PB,-42.6,R01b,R05c,1/2+,1
2011077281,1/21/2021 5:15:00 AM,SOEM1,14650,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BO1079.1,AMM 2PB,-53.3,R79a,R05e,1/2+,1
1079301133,1/21/2021 5:15:00 AM,SOEM1,14636,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3033.1,AMM 20PB,-40.7,Y33d,O08d,1/2+,1
1079301133,1/21/2021 5:15:00 AM,SOEM1,14636,1/14.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3033.1,AMM 20PB,-43.8,Y33b,Y48c,1/14+,1
1079301133,1/21/2021 5:15:00 AM,SOEM1,14636,1/8.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3033.1,AMM 20PB,-46.7,Y33c,Y49a,1/8+,1
1079301133,1/21/2021 5:15:00 AM,SOEM1,14636,1/9.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3033.1,AMM 20PB,-36.3,Y33a,Y98a,1/9+,1
1079301133,1/21/2021 5:15:00 AM,SOEM1,14636,1/7.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3033.1,AMM 20PB,-45.1,Y33h,Y34h,1/7+,1
1079301133,1/21/2021 5:15:00 AM,SOEM1,14636,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3033.1,AMM 20PB,-45.4,Y33g,Y34g,1/6+,1
1079301133,1/21/2021 5:15:00 AM,SOEM1,14636,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3033.1,AMM 20PB,-39.8,Y33e,Y43d,1/5+,1
1079301133,1/21/2021 5:15:00 AM,SOEM1,14636,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3033.1,AMM 20PB,-45.7,Y33e,Y43d,1/4+,1
1079301133,1/21/2021 5:15:00 AM,SOEM1,14636,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3033.1,AMM 20PB,-39.5,Y33f,O08f,1/3+,1
1825533602,1/21/2021 5:15:00 AM,SOEM1,14649,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BO1005-TN2.1,AMM 6PC,-47.9,R05d,R81a,1/2+,1
1825533602,1/21/2021 5:15:00 AM,SOEM1,14649,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BO1005-TN2.1,AMM 6PC,-47.9,R05d,R03b,1/3+,1
7477949,1/21/2021 5:15:00 AM,SOEM1,14644,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BO1082.1,AMM 2PB,-43.8,R82b,z36a,1/3+,1
7477949,1/21/2021 5:15:00 AM,SOEM1,14644,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BO1082.1,AMM 2PB,-40.1,R82a,RT1k,1/2+,1
344729791,1/21/2021 5:15:00 AM,SOEM1,14638,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3068.1,AMM 2PB,-46.0,Y68b,Y88a,1/3+,1
344729791,1/21/2021 5:15:00 AM,SOEM1,14638,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-OU3068.1,AMM 2PB,-45.1,Y68a,Y01a,1/2+,1
1765597995,1/21/2021 5:15:00 AM,SOEM1,14648,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-BO1005-TN1.1,AMM 6PC,-42.0,R05c,R01b,1/5+,1
